Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[1,7]globally(IL1β(t) > c(mid)) and eventually[8,14]globally(IL1β(t) = c(high)) and eventually[15,∞]globally(IL1β(t) < c(low)) and eventually[1,7]globally(IL1Ra(t) > c(mid)) and eventually[8,14]globally(IL1Ra(t) = c(high)) and eventually[15,∞]globally(IL1Ra(t) < c(low))",0.71890795,"eventually[1,7]globally(IL1β(t) > c(mid)) and eventually[8,14]globally(IL1β(t) = c(high)) and eventually[15,∞]globally(IL1β(t) < c(low)) and eventually[1,7]globally(IL1Ra(t) > c(mid)) and eventually[8,14]globally(IL1Ra(t) = c(high)) and eventually[15,∞]globally(IL1Ra(t) < c(low))",0.71890795,"eventually[1,7]globally(IL1β(t) > c(mid)) and eventually[8,14]globally(IL1β(t) = c(high)) and eventually[15,∞]globally(IL1β(t) < c(low)) and eventually[1,7]globally(IL1Ra(t) > c(mid)) and eventually[8,14]globally(IL1Ra(t) = c(high)) and eventually[15,∞]globally(IL1Ra(t) < c(low))",0.71890795,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[1,7]globally(IL1β(t) > c(high)) and eventually[8,14]globally(IL1β(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(low)) and eventually[1,7]globally(IL1Ra(t) > c(low)) and eventually[8,14]globally(IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1Ra(t) < c(low))",0.7197434,"eventually[1,7]globally(IL1β(t) > c(high)) and eventually[8,14]globally(IL1β(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(low)) and eventually[1,7]globally(IL1Ra(t) > c(low)) and eventually[8,14]globally(IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1Ra(t) < c(low))",0.7197434,"eventually[1,7]globally(IL1β(t) > c(high)) and eventually[8,14]globally(IL1β(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(low)) and eventually[1,7]globally(IL1Ra(t) > c(low)) and eventually[8,14]globally(IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1Ra(t) < c(low))",0.7197434,0,0,2
"eventually[1,7]globally(IL1β(t) < c(mid)) and eventually[8,14]globally(IL1β(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(mid)) and eventually[1,7]globally(IL1Ra(t) < c(mid)) and eventually[8,14]globally(IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1Ra(t) < c(mid))",0.73198664,"eventually[1,7]globally(IL1β(t) < c(mid)) and eventually[8,14]globally(IL1β(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(mid)) and eventually[1,7]globally(IL1Ra(t) < c(mid)) and eventually[8,14]globally(IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1Ra(t) < c(mid))",0.73198664,"eventually[1,7]globally(IL1β(t) < c(mid)) and eventually[8,14]globally(IL1β(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(mid)) and eventually[1,7]globally(IL1Ra(t) < c(mid)) and eventually[8,14]globally(IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1Ra(t) < c(mid))",0.73198664,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[1,7](d_IL1β(t) > 0 and d_IL1Ra(t) > 0) and eventually[8,14](d_IL1β(t) > 0 and d_IL1Ra(t) > 0) and eventually[15,∞](d_IL1β(t) < 0 and d_IL1Ra(t) < 0)",0.7047142,"eventually[1,7](d_IL1β(t) > 0 and d_IL1Ra(t) > 0) and eventually[8,14](d_IL1β(t) > 0 and d_IL1Ra(t) > 0) and eventually[15,∞](d_IL1β(t) < 0 and d_IL1Ra(t) < 0)",0.7047142,"eventually[1,7](d_IL1β(t) > 0 and d_IL1Ra(t) > 0) and eventually[8,14](d_IL1β(t) > 0 and d_IL1Ra(t) > 0) and eventually[15,∞](d_IL1β(t) < 0 and d_IL1Ra(t) < 0)",0.7047142,0,0,2
"globally[1,7](d_IL1β(t) < d_c(high)) and globally[8,14](d_IL1β(t) > d_c(high)) and eventually[15,∞](d_IL1β(t) < d_c(high))",0.6829477,"globally[1,7](d_IL1β(t) < d_c(high)) and globally[8,14](d_IL1β(t) > d_c(high)) and eventually[15,∞](d_IL1β(t) < d_c(high))",0.6829477,"eventually[1,7](IL1β(t) > c(mid)) and eventually[8,14](IL1Ra(t) > c(mid)) and eventually[15,∞](IL1β(t) < c(mid) and IL1Ra(t) < c(mid))",0.7669766,1,0,1
"globally[1,7](IL1β(t) < c(mid)) and globally[8,14](IL1β(t) > c(mid)) and eventually[15,∞](IL1β(t) < c(low)) and globally[1,7](IL1Ra(t) < c(mid)) and globally[8,14](IL1Ra(t) > c(mid)) and eventually[15,∞](IL1Ra(t) < c(low))",0.73209745,"globally[1,7](IL1β(t) < c(mid)) and globally[8,14](IL1β(t) > c(mid)) and eventually[15,∞](IL1β(t) < c(low)) and globally[1,7](IL1Ra(t) < c(mid)) and globally[8,14](IL1Ra(t) > c(mid)) and eventually[15,∞](IL1Ra(t) < c(low))",0.73209745,"globally[1,7](IL1β(t) < c(mid)) and globally[8,14](IL1β(t) > c(mid)) and eventually[15,∞](IL1β(t) < c(low)) and globally[1,7](IL1Ra(t) < c(mid)) and globally[8,14](IL1Ra(t) > c(mid)) and eventually[15,∞](IL1Ra(t) < c(low))",0.73209745,0,0,2
"eventually[1,7]globally(IL1β(t) > c(mid)) and eventually[8,14]globally(IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(mid)) and eventually[15,∞]globally(IL1Ra(t) < c(mid))",0.7446461,"eventually[1,7]globally(IL1β(t) > c(mid)) and eventually[8,14]globally(IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(mid)) and eventually[15,∞]globally(IL1Ra(t) < c(mid))",0.7446461,"eventually[1,7]globally(IL1β(t) > c(mid)) and eventually[8,14]globally(IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(mid)) and eventually[15,∞]globally(IL1Ra(t) < c(mid))",0.7446461,0,0,2
"eventually[1,7]globally(d_IL1β(t) > d_c(low)) and eventually[8,14]globally(d_IL1Ra(t) > d_c(high)) and eventually[15,∞]globally(d_IL1β(t) < d_c(low)) and eventually[15,∞]globally(d_IL1Ra(t) < d_c(high))",0.6840316,"eventually[1,7]globally(d_IL1β(t) > d_c(low)) and eventually[8,14]globally(d_IL1Ra(t) > d_c(high)) and eventually[15,∞]globally(d_IL1β(t) < d_c(low)) and eventually[15,∞]globally(d_IL1Ra(t) < d_c(high))",0.6840316,"eventually[1,7]globally(d_IL1β(t) > d_c(low)) and eventually[8,14]globally(d_IL1Ra(t) > d_c(high)) and eventually[15,∞]globally(d_IL1β(t) < d_c(low)) and eventually[15,∞]globally(d_IL1Ra(t) < d_c(high))",0.6840316,0,0,2
"eventually[1,7]globally(IL1β(t) < c(high)) and eventually[8,14]globally(IL1β(t) > c(high)) and eventually[15,∞]globally(IL1β(t) < c(low)) and eventually[1,7]globally(IL1Ra(t) < c(high)) and eventually[8,14]globally(IL1Ra(t) > c(high)) and eventually[15,∞]globally(IL1Ra(t) < c(low))",0.70114875,"eventually[1,7]globally(IL1β(t) < c(high)) and eventually[8,14]globally(IL1β(t) > c(high)) and eventually[15,∞]globally(IL1β(t) < c(low)) and eventually[1,7]globally(IL1Ra(t) < c(high)) and eventually[8,14]globally(IL1Ra(t) > c(high)) and eventually[15,∞]globally(IL1Ra(t) < c(low))",0.70114875,"eventually[1,7]globally(IL1β(t) < c(high)) and eventually[8,14]globally(IL1β(t) > c(high)) and eventually[15,∞]globally(IL1β(t) < c(low)) and eventually[1,7]globally(IL1Ra(t) < c(high)) and eventually[8,14]globally(IL1Ra(t) > c(high)) and eventually[15,∞]globally(IL1Ra(t) < c(low))",0.70114875,0,0,2
"eventually[1,7]globally(IL1β(t)=c(mid)) and eventually[8,14]globally(IL1Ra(t)=c(high)) and eventually[15,∞]globally(IL1β(t)=c(low))",0.73403525,"eventually[1,7]globally(IL1β(t)=c(mid)) and eventually[8,14]globally(IL1Ra(t)=c(high)) and eventually[15,∞]globally(IL1β(t)=c(low))",0.73403525,"eventually[1,7]globally(IL1β(t)=c(mid)) and eventually[8,14]globally(IL1Ra(t)=c(high)) and eventually[15,∞]globally(IL1β(t)=c(low))",0.73403525,0,0,2
"eventually[1,7]globally(d_IL1β(t) > d_c(low)) and eventually[8,14]globally(d_IL1Ra(t) > d_c(high)) and globally[15,∞](d_IL1Ra(t) < d_c(low))",0.6915972,"eventually[1,7]globally(d_IL1β(t) > d_c(low)) and eventually[8,14]globally(d_IL1Ra(t) > d_c(high)) and globally[15,∞](d_IL1Ra(t) < d_c(low))",0.6915972,"eventually[1,7]globally(IL1β(t) < c(high)) and eventually[8,14]globally(IL1β(t) = c(high)) and eventually[15,∞]globally(IL1β(t) < c(mid)) and eventually[1,7]globally(IL1Ra(t) < c(high)) and eventually[8,14]globally(IL1Ra(t) = c(high)) and eventually[15,∞]globally(IL1Ra(t) < c(mid))",0.7193464,1,0,1
"eventually[1,7]globally(d_IL1β(t) < d_c(low)) and eventually[8,14]globally(d_IL1β(t) > d_c(high)) and eventually[15,∞]globally(d_IL1Ra(t) < d_c(low))",0.7012625,"eventually[1,7](IL1β(t) < c(mid)) and eventually[8,14](IL1β(t) > c(mid)) and eventually[15,∞](IL1Ra(t) < c(mid))",0.7691177,"eventually[1,7](IL1β(t) < c(mid)) and eventually[8,14](IL1β(t) > c(mid)) and eventually[15,∞](IL1Ra(t) < c(mid))",0.7691177,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"IL1β(t) < c(mid) and IL1Ra(t) < c(mid) and globally[1,7](d_IL1β(t) > d_c(high)) and globally[8,14](d_IL1Ra(t) > d_c(high)) and eventually[14,∞](d_IL1Ra(t) < c(mid)) and eventually[14,∞](d_IL1β(t) < c(mid))",0.7383077,"IL1β(t) < c(mid) and IL1Ra(t) < c(mid) and globally[1,7](d_IL1β(t) > d_c(high)) and globally[8,14](d_IL1Ra(t) > d_c(high)) and eventually[14,∞](d_IL1Ra(t) < c(mid)) and eventually[14,∞](d_IL1β(t) < c(mid))",0.7383077,"IL1β(t) < c(mid) and IL1Ra(t) < c(mid) and globally[1,7](d_IL1β(t) > d_c(high)) and globally[8,14](d_IL1Ra(t) > d_c(high)) and eventually[14,∞](d_IL1Ra(t) < c(mid)) and eventually[14,∞](d_IL1β(t) < c(mid))",0.7383077,0,0,2
"eventually[1,7]globally(d_IL1β(t) > d_c(low)) and eventually[8,14]globally(d_IL1Ra(t) > d_c(high)) and eventually[15,∞]globally(d_IL1β(t) < d_c(low)) and eventually[15,∞]globally(d_IL1Ra(t) < d_c(low))",0.6830058,"eventually[1,7](IL1β(t) < c(high) and IL1Ra(t) < c(high)) and eventually[8,14](IL1β(t) > c(high) and IL1Ra(t) > c(high)) and eventually[15,∞](IL1β(t) < c(low) and IL1Ra(t) < c(low))",0.72471255,"eventually[1,7](IL1β(t) < c(high) and IL1Ra(t) < c(high)) and eventually[8,14](IL1β(t) > c(high) and IL1Ra(t) > c(high)) and eventually[15,∞](IL1β(t) < c(low) and IL1Ra(t) < c(low))",0.72471255,2,0,0
"IL1β(t) < c(high) and IL1Ra(t) < c(high) and eventually[1,7](IL1β(t) < c(high) and IL1Ra(t) < c(high)) and globally[8,14](IL1β(t) > c(high) and IL1Ra(t) > c(high)) and eventually[15,∞](IL1β(t) < c(high) and IL1Ra(t) < c(high))",0.6889631,"eventually[1,7]globally(IL1β(t) > c(mid)) and eventually[8,14]globally(IL1Ra(t) = c(mid)) and eventually[15,∞]globally(IL1Ra(t) < c(low))",0.7363342,"globally[1,7](IL1β(t) > c(mid) and IL1Ra(t) > c(mid)) and eventually[8,14](IL1β(t) = c(high) and IL1Ra(t) = c(high)) and eventually[15,∞](IL1β(t) < c(mid) and IL1Ra(t) < c(mid))",0.73863375,2,0,0
"eventually[1,7]globally(IL1β(t) > c(low) and IL1Ra(t) > c(low)) and eventually[8,14]globally(IL1β(t) > c(high) and IL1Ra(t) > c(high)) and eventually[15,∞]globally(IL1β(t) < c(low) and IL1Ra(t) < c(low))",0.712172,"eventually[1,7](IL1β(t) < c(high) and IL1Ra(t) < c(high)) and eventually[8,14](IL1β(t) = c(high) and IL1Ra(t) = c(high)) and eventually[15,∞](IL1β(t) > c(low) and IL1Ra(t) > c(low))",0.71751416,"IL1β(t) > c(mid) and IL1Ra(t) > c(mid) and eventually[1,7]globally(IL1β(t) < c(mid) and IL1Ra(t) < c(mid)) and eventually[8,14]globally(IL1β(t) > c(mid) and IL1Ra(t) > c(mid)) and eventually[15,∞]globally(IL1β(t) < c(mid) and IL1Ra(t) < c(mid))",0.7201011,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
IL1β(t) < c(mid) and IL1Ra(t) < c(mid) and d_IL1β(t) > d_c(high) and d_IL1Ra(t) > d_c(high) and d_IL1β(t) < d_c(low) and d_IL1Ra(t) < d_c(low),0.56222475,"eventually[1,7]globally(d_IL1β(t) > 0) and eventually[8,14]globally(d_IL1β(t) < 0) and eventually[15,∞]globally(d_IL1Ra(t) < 0)",0.7284577,"eventually[1,7]globally(d_IL1β(t) > 0) and eventually[8,14]globally(d_IL1β(t) < 0) and eventually[15,∞]globally(d_IL1Ra(t) < 0)",0.7284577,2,0,0
"eventually[1,7](IL1β(t) < c(high)) and eventually[8,14](IL1β(t) > c(high) and IL1Ra(t) > c(high)) and globally[14,∞](IL1β(t) < c(low) and IL1Ra(t) < c(low))",0.72862583,"eventually[1,7](IL1β(t) < c(high)) and eventually[8,14](IL1β(t) > c(high) and IL1Ra(t) > c(high)) and globally[14,∞](IL1β(t) < c(low) and IL1Ra(t) < c(low))",0.72862583,"eventually[1,7](IL1β(t) < c(high)) and eventually[8,14](IL1β(t) > c(high) and IL1Ra(t) > c(high)) and globally[14,∞](IL1β(t) < c(low) and IL1Ra(t) < c(low))",0.72862583,0,0,2
"globally[0,∞](IL1β(t) > c(mid)) and globally[8,14](IL1Ra(t) > c(high)) and globally[15,∞](IL1Ra(t) < c(low))",0.71387786,"globally[0,∞](IL1β(t) > c(mid)) and globally[8,14](IL1Ra(t) > c(high)) and globally[15,∞](IL1Ra(t) < c(low))",0.71387786,"globally[0,∞](IL1β(t) > c(mid)) and globally[8,14](IL1Ra(t) > c(high)) and globally[15,∞](IL1Ra(t) < c(low))",0.71387786,0,0,2
"eventually[1,7](IL1β(t) < c(mid)) and eventually[8,14](IL1β(t) > c(high)) and eventually[15,∞](IL1Ra(t) < c(mid))",0.76742214,"eventually[1,7](IL1β(t) < c(mid)) and eventually[8,14](IL1β(t) > c(high)) and eventually[15,∞](IL1Ra(t) < c(mid))",0.76742214,"eventually[1,7](IL1β(t) < c(mid)) and eventually[8,14](IL1β(t) > c(high)) and eventually[15,∞](IL1Ra(t) < c(mid))",0.76742214,0,0,2
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[1,7]globally(IL1β(t) < c(high)) and eventually[8,14]globally(IL1Ra(t) < c(high)) and eventually[15,∞]globally(IL1β(t) > c(low)) and eventually[15,∞]globally(IL1Ra(t) > c(low))",0.7124714,"eventually[1,7]globally(IL1β(t) < c(high)) and eventually[8,14]globally(IL1Ra(t) < c(high)) and eventually[15,∞]globally(IL1β(t) > c(low)) and eventually[15,∞]globally(IL1Ra(t) > c(low))",0.7124714,"eventually[1,7](IL1β(t) > c(mid)) and eventually[8,14](IL1β(t) = c(high)) and eventually[15,∞](IL1β(t) < c(low)) and eventually[1,7](IL1Ra(t) > c(mid)) and eventually[8,14](IL1Ra(t) = c(high)) and eventually[15,∞](IL1Ra(t) < c(low))",0.7315148,1,0,1
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[1,7]globally(IL1β(t) > c(high) and IL1Ra(t) > c(high)) and eventually[8,14]globally(IL1β(t) > c(high) and IL1Ra(t) > c(high)) and eventually[15,∞]globally(IL1β(t) < c(high) and IL1Ra(t) < c(high))",0.7133561,"eventually[1,7]globally(IL1β(t) > c(high) and IL1Ra(t) > c(high)) and eventually[8,14]globally(IL1β(t) > c(high) and IL1Ra(t) > c(high)) and eventually[15,∞]globally(IL1β(t) < c(high) and IL1Ra(t) < c(high))",0.7133561,"eventually[1,7](d_IL1β(t) > 0) and eventually[8,14](d_IL1β(t) > 0) and eventually[15,∞](d_IL1β(t) < 0) and eventually[1,7](d_IL1Ra(t) > 0) and eventually[8,14](d_IL1Ra(t) > 0) and eventually[15,∞](d_IL1Ra(t) < 0)",0.71339065,1,0,1
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"eventually[1,7]globally(d_IL1β(t) > d_c(low)) and eventually[8,14]globally(d_IL1β(t) > d_c(high)) and eventually[15,∞]globally(d_IL1β(t) < d_c(low)) and eventually[1,7]globally(d_IL1Ra(t) > d_c(low)) and eventually[8,14]globally(d_IL1Ra(t) > d_c(high)) and eventually[15,∞]globally(d_IL1Ra(t) < d_c(low))",0.662455,"globally[1,7](IL1β(t) < c(high) and IL1Ra(t) < c(high)) and globally[8,14](IL1β(t) > c(high) and IL1Ra(t) > c(high)) and eventually[15,∞](IL1β(t) > c(low) and IL1Ra(t) > c(low))",0.7126142,"globally[1,7](IL1β(t) < c(high) and IL1Ra(t) < c(high)) and globally[8,14](IL1β(t) > c(high) and IL1Ra(t) > c(high)) and eventually[15,∞](IL1β(t) > c(low) and IL1Ra(t) > c(low))",0.7126142,2,0,0
"globally[1,7](d_IL1β(t) > 0) and globally[8,14](d_IL1Ra(t) > 0) and globally[15,∞](d_IL1β(t) < 0) and globally[15,∞](d_IL1Ra(t) < 0)",0.69864446,"globally[1,7](d_IL1β(t) > 0) and globally[8,14](d_IL1Ra(t) > 0) and globally[15,∞](d_IL1β(t) < 0) and globally[15,∞](d_IL1Ra(t) < 0)",0.69864446,"globally[1,7](d_IL1β(t) > 0) and globally[8,14](d_IL1Ra(t) > 0) and globally[15,∞](d_IL1β(t) < 0) and globally[15,∞](d_IL1Ra(t) < 0)",0.69864446,0,0,2
"globally[1,7](IL1β(t) < c(high)) and globally[8,14](IL1β(t) > c(high)) and eventually[15,∞](IL1β(t) < c(low)) and globally[1,7](IL1Ra(t) < c(high)) and globally[8,14](IL1Ra(t) > c(high)) and eventually[15,∞](IL1Ra(t) < c(low))",0.7058814,"globally[1,7](IL1β(t) < c(high)) and globally[8,14](IL1β(t) > c(high)) and eventually[15,∞](IL1β(t) < c(low)) and globally[1,7](IL1Ra(t) < c(high)) and globally[8,14](IL1Ra(t) > c(high)) and eventually[15,∞](IL1Ra(t) < c(low))",0.7058814,"globally[1,7](IL1β(t) < c(high) and IL1Ra(t) < c(high)) and globally[8,14](IL1β(t) = c(high) and IL1Ra(t) = c(high)) and eventually[15,∞](IL1β(t) > c(low) and IL1Ra(t) > c(low))",0.70941126,1,0,1
"eventually[1,7](IL1β(t) < c(high)) and eventually[8,14](IL1β(t) > c(high)) and eventually[15,∞](IL1β(t) < c(high)) and eventually[1,7](IL1Ra(t) < c(high)) and eventually[8,14](IL1Ra(t) > c(high)) and eventually[15,∞](IL1Ra(t) < c(high))",0.72152233,"eventually[1,7](IL1β(t) > c(mid)) and eventually[8,14](IL1β(t) > c(high)) and eventually[15,∞](IL1β(t) < c(mid)) and eventually[1,7](IL1Ra(t) > c(mid)) and eventually[8,14](IL1Ra(t) > c(high)) and eventually[15,∞](IL1Ra(t) < c(mid))",0.7513581,"eventually[1,7](IL1β(t) > c(mid)) and eventually[8,14](IL1β(t) > c(high)) and eventually[15,∞](IL1β(t) < c(mid)) and eventually[1,7](IL1Ra(t) > c(mid)) and eventually[8,14](IL1Ra(t) > c(high)) and eventually[15,∞](IL1Ra(t) < c(mid))",0.7513581,2,0,0
