Semantic attempt 0,Semantic attempt 0 sim,Semantic attempt 1,Semantic attempt 1 sim,Semantic attempt 2,Semantic attempt 2 sim,Number of improving translations (relative to initial result),Number of worsening translations (relative to initial result),Number of consistent translations (relative to initial result)
"eventually[14, ∞]globally(IL12(t) > c(high))",0.7672795,"eventually[14, ∞]globally(IL12(t) > c(high))",0.7672795,"eventually[14, ∞]globally(IL12(t) > c(high))",0.7672795,0,0,2
"eventually[14,∞](IL12(t) > c(low))",0.7531866,"eventually[14,∞](IL12(t) > c(low))",0.7531866,"eventually[14,∞](IL12(t) > c(low))",0.7531866,0,0,2
"globally[14,∞](IL12(t) > c(high))",0.75895846,"globally[14,∞](IL12(t) > c(high))",0.75895846,"globally[14,∞](IL12(t) > c(high))",0.75895846,0,0,2
"eventually[14,∞]globally(IL12(t) = c(high))",0.7581854,"eventually[14,∞]globally(IL12(t) = c(high))",0.7581854,"eventually[14,∞](IL12(t) = c(high))",0.7609356,1,0,1
"eventually[14,∞]globally(d_IL12(t) > d_c(high))",0.6395014,"eventually[14,∞](IL12(t) = c(high))",0.7609356,"eventually[14,∞](IL12(t) = c(high))",0.7609356,2,0,0
IL12(t) > c(high),0.714465,IL12(t) > c(high),0.714465,IL12(t) > c(high),0.714465,0,0,2
"globally[14,∞](IL12(t) = c(low))",0.72117436,"eventually[14,∞](IL12(t) > c(mid))",0.78902733,"eventually[14,∞](IL12(t) > c(mid))",0.78902733,2,0,0
N/A,N/A,N/A,N/A,N/A,N/A,0,0,2
"IL12(t) = c(high) and eventually[14,∞]globally(IL12(t) > c(high))",0.77276057,"IL12(t) = c(high) and eventually[14,∞]globally(IL12(t) > c(high))",0.77276057,"IL12(t) = c(high) and eventually[14,∞]globally(IL12(t) > c(high))",0.77276057,0,0,2
"eventually[14,∞](IL12(t) = c(high))",0.7609356,"eventually[14,∞](IL12(t) = c(high))",0.7609356,"IL12(t) = c(mid) and eventually[14, ∞](IL12(t) > c(mid))",0.7743478,1,0,1
"eventually[14,∞](IL12(t) > c(high))",0.7756728,"eventually[14,∞](IL12(t) > c(high))",0.7756728,"eventually[14,∞](IL12(t) > c(high))",0.7756728,0,0,2
IL12(t) > c(low),0.6914044,"eventually[14,∞](IL12(t) > c(high))",0.7756728,"eventually[14,∞](IL12(t) > c(high))",0.7756728,2,0,0
"eventually[14,∞]globally(IL12(t) > c(mid) and d_IL12(t) > d_c(high))",0.72171545,"eventually[14,∞]globally(IL12(t) > c(mid) and d_IL12(t) > d_c(high))",0.72171545,"eventually[14,∞]globally(IL12(t) > c(mid))",0.78053147,1,0,1
"eventually[14,∞](IL12(t) = c(high))",0.7609356,"eventually[14,∞](IL12(t) = c(high))",0.7609356,"eventually[14,∞](IL12(t) = c(high))",0.7609356,0,0,2
IL12(t) > c(low),0.6914044,IL12(t) > c(low),0.6914044,IL12(t) > c(low),0.6914044,0,0,2
"eventually[14,∞](IL12(t) = c(high))",0.7609356,"eventually[14,∞](IL12(t) = c(high))",0.7609356,"IL12(t) = c(high) and eventually[14,∞]globally(IL12(t) = c(high))",0.76324546,1,0,1
"eventually[14,∞](IL12(t)=c(high))",0.7609356,"eventually[14,∞](IL12(t)=c(high))",0.7609356,"eventually[14,∞](IL12(t) > c(high))",0.7756728,1,0,1
"IL12(t) > c(high) and eventually[14,∞](IL12(t) = c(high))",0.76684034,"IL12(t) > c(high) and eventually[14,∞](IL12(t) = c(high))",0.76684034,"IL12(t) > c(high) and eventually[14,∞](IL12(t) = c(high))",0.76684034,0,0,2
"globally[14,∞](IL12(t) = c(mid))",0.7355144,"eventually[14,∞](IL12(t) > c(low))",0.7531866,"eventually[14,∞]globally(IL12(t) > c(mid))",0.78053147,2,0,0
"eventually[14,∞]globally(IL12(t) > c(high))",0.7672795,"eventually[14,∞]globally(IL12(t) > c(high))",0.7672795,"eventually[14,∞](IL12(t) > c(high))",0.7756728,1,0,1
"IL12(t) = c(mid) and globally[14,∞](d_IL12(t) > 0)",0.732259,"eventually[14, ∞](IL12(t) > c(high))",0.7756728,"eventually[14, ∞](IL12(t) > c(high))",0.7756728,2,0,0
IL12(t)=c(mid),0.6954911,IL12(t) > c(mid),0.72791946,IL12(t) > c(mid),0.72791946,2,0,0
"IL12(t) > c(mid) and eventually[14,∞](d_IL12(t) < 0)",0.7056473,"IL12(t) > c(mid) and eventually[14,∞](d_IL12(t) < 0)",0.7056473,"eventually[14,∞](IL12(t)=c(high))",0.7609356,1,0,1
"eventually[14,∞]globally(IL12(t) = c(mid))",0.7479284,"eventually[14,∞]globally(IL12(t) = c(mid))",0.7479284,"eventually[14,∞]globally(IL12(t) = c(mid))",0.7479284,0,0,2
"IL12(t) > c(high) and eventually[14,∞]globally(IL12(t) = c(high))",0.7668236,"IL12(t) > c(high) and eventually[14,∞]globally(IL12(t) = c(high))",0.7668236,"IL12(t) > c(high) and eventually[14,∞]globally(IL12(t) = c(high))",0.7668236,0,0,2
"IL12(t) > c(high) and eventually[14,∞]globally(d_IL12(t) > d_c(high))",0.6885539,"eventually[14,∞](IL12(t) = c(high))",0.7609356,"IL12(t) > c(high) and eventually[14,∞]globally(IL12(t) = c(high))",0.7668236,2,0,0
"IL12(t) > c(high) and eventually[14,∞]globally(IL12(t) = c(high))",0.7668236,"IL12(t) > c(high) and eventually[14,∞]globally(IL12(t) = c(high))",0.7668236,"IL12(t) > c(high) and eventually[14,∞]globally(IL12(t) = c(high))",0.7668236,0,0,2
"eventually[14,∞]globally(IL12(t) > c(mid))",0.78053147,"eventually[14,∞]globally(IL12(t) > c(mid))",0.78053147,"eventually[14,∞]globally(IL12(t) > c(mid))",0.78053147,0,0,2
"IL12(t) = c(high) and d_IL12(t) > 0 and eventually[14,∞]globally(IL12(t) = c(high))",0.73516715,"IL12(t) = c(high) and d_IL12(t) > 0 and eventually[14,∞]globally(IL12(t) = c(high))",0.73516715,"IL12(t) = c(high) and d_IL12(t) > 0 and eventually[14,∞]globally(IL12(t) = c(high))",0.73516715,0,0,2
"globally[14,∞](IL12(t) > c(low))",0.7384875,"eventually[14,∞](IL12(t) > c(high))",0.7756728,"eventually[14,∞](IL12(t) > c(mid))",0.78902733,2,0,0
"eventually[14,∞](IL12(t) > c(high))",0.7756728,"eventually[14,∞](IL12(t) > c(high))",0.7756728,"eventually[14,∞](IL12(t) > c(high))",0.7756728,0,0,2
